sample_id,timestamp_utc,elapsed_ms,gps_valid,gps_updated,gps_fix_type,satellites,latitude_deg,longitude_deg,gps_altitude_m,speed_mps,course_deg,hdop,pdop,vdop,bme_valid,temperature_c,humidity_pct,pressure_hpa,pressure_altitude_m,mag_valid,mag_x_ut,mag_y_ut,mag_z_ut,mag_strength_ut,heading_deg,imu_valid,accel_x_mps2,accel_y_mps2,accel_z_mps2,gyro_x_dps,gyro_y_dps,gyro_z_dps,pitch_deg,roll_deg
281,2026-09-09T22:19:41.000Z,281000,1,1,3,10,43.824858,-111.791894,1487.24,1.122,2.85,0.94,1.40,1.22,1,24.60,37.98,847.19,1473.59,1,-10.62,7.30,25.59,28.65,2.46,1,0.199,9.354,-1.123,-0.161,-0.217,0.132,-2.83,1.45
282,2026-09-09T22:19:42.000Z,282000,1,1,3,10,43.824866,-111.791893,1487.32,1.127,3.27,0.94,1.40,1.22,1,24.61,37.98,847.18,1473.67,1,-10.72,7.41,25.64,28.76,3.10,1,0.216,9.351,-1.137,-0.192,-0.219,0.152,-2.80,1.46
283,2026-09-09T22:19:43.000Z,283000,1,1,3,10,43.824873,-111.791892,1487.39,1.133,3.69,0.95,1.41,1.22,1,24.62,37.98,847.18,1473.74,1,-10.82,7.52,25.69,28.87,3.75,1,0.220,9.350,-1.152,-0.219,-0.220,0.167,-2.77,1.48
284,2026-09-09T22:19:44.000Z,284000,1,1,3,10,43.824881,-111.791891,1487.47,1.140,4.12,0.95,1.42,1.22,1,24.63,37.98,847.17,1473.82,1,-10.93,7.64,25.74,28.99,4.39,1,0.209,9.352,-1.168,-0.243,-0.218,0.176,-2.74,1.49
285,2026-09-09T22:19:45.000Z,285000,1,1,3,10,43.824889,-111.791890,1487.54,1.145,4.55,0.95,1.42,1.22,1,24.64,37.97,847.17,1473.90,1,-11.05,7.77,25.79,29.11,5.04,1,0.186,9.357,-1.185,-0.263,-0.214,0.180,-2.70,1.51
286,2026-09-09T22:19:46.000Z,286000,1,1,3,10,43.824896,-111.791889,1487.62,1.150,4.98,0.96,1.43,1.22,1,24.65,37.97,847.16,1473.97,1,-11.17,7.90,25.84,29.24,5.69,1,0.151,9.364,-1.202,-0.279,-0.208,0.178,-2.67,1.53
287,2026-09-09T22:19:47.000Z,287000,1,1,3,10,43.824904,-111.791888,1487.69,1.153,5.41,0.96,1.43,1.21,1,24.66,37.97,847.16,1474.05,1,-11.30,8.03,25.89,29.37,6.33,1,0.107,9.374,-1.219,-0.290,-0.200,0.169,-2.63,1.55
288,2026-09-09T22:19:48.000Z,288000,1,1,3,10,43.824911,-111.791887,1487.77,1.154,5.85,0.96,1.44,1.21,1,24.66,37.97,847.15,1474.12,1,-11.43,8.17,25.95,29.51,6.96,1,0.056,9.386,-1.236,-0.298,-0.190,0.156,-2.59,1.58
289,2026-09-09T22:19:49.000Z,289000,1,1,3,10,43.824919,-111.791886,1487.84,1.153,6.29,0.97,1.44,1.21,1,24.67,37.97,847.15,1474.20,1,-11.57,8.31,26.00,29.65,7.58,1,0.001,9.400,-1.252,-0.300,-0.178,0.137,-2.55,1.60
290,2026-09-09T22:19:50.000Z,290000,1,1,3,10,43.824927,-111.791885,1487.91,1.148,6.74,0.97,1.45,1.21,1,24.68,37.97,847.14,1474.27,1,-11.71,8.45,26.05,29.79,8.18,1,-0.053,9.415,-1.267,-0.298,-0.165,0.113,-2.51,1.63
291,2026-09-09T22:19:51.000Z,291000,1,1,3,10,43.824934,-111.791883,1487.98,1.141,7.18,0.97,1.45,1.21,1,24.69,37.97,847.13,1474.35,1,-11.85,8.60,26.10,29.93,8.77,1,-0.104,9.431,-1.280,-0.291,-0.149,0.086,-2.47,1.65
292,2026-09-09T22:19:52.000Z,292000,1,1,3,10,43.824942,-111.791882,1488.06,1.132,7.63,0.97,1.46,1.21,1,24.70,37.97,847.13,1474.43,1,-12.00,8.74,26.15,30.08,9.35,1,-0.149,9.447,-1.292,-0.280,-0.132,0.056,-2.43,1.68
293,2026-09-09T22:19:53.000Z,293000,1,1,3,10,43.824950,-111.791881,1488.13,1.119,8.08,0.98,1.46,1.21,1,24.70,37.97,847.12,1474.50,1,-12.15,8.89,26.21,30.22,9.90,1,-0.184,9.464,-1.302,-0.264,-0.114,0.024,-2.39,1.71
294,2026-09-09T22:19:54.000Z,294000,1,1,3,10,43.824957,-111.791879,1488.20,1.104,8.53,0.98,1.46,1.20,1,24.71,37.96,847.12,1474.58,1,-12.30,9.04,26.26,30.37,10.43,1,-0.208,9.480,-1.310,-0.244,-0.095,-0.009,-2.34,1.74
295,2026-09-09T22:19:55.000Z,295000,1,1,3,10,43.824965,-111.791878,1488.26,1.087,8.99,0.98,1.47,1.20,1,24.72,37.96,847.11,1474.65,1,-12.46,9.19,26.31,30.52,10.94,1,-0.219,9.495,-1.316,-0.220,-0.074,-0.041,-2.30,1.77
296,2026-09-09T22:19:56.000Z,296000,1,1,3,10,43.824973,-111.791876,1488.33,1.069,9.44,0.98,1.47,1.20,1,24.73,37.97,847.10,1474.73,1,-12.61,9.33,26.36,30.67,11.43,1,-0.217,9.510,-1.319,-0.193,-0.053,-0.072,-2.25,1.81
297,2026-09-09T22:19:57.000Z,297000,1,1,3,10,43.824981,-111.791875,1488.40,1.049,9.90,0.98,1.48,1.20,1,24.73,37.97,847.10,1474.80,1,-12.77,9.48,26.41,30.83,11.90,1,-0.201,9.522,-1.320,-0.163,-0.032,-0.101,-2.21,1.84
298,2026-09-09T22:19:58.000Z,298000,1,1,3,10,43.824989,-111.791873,1488.47,1.029,10.35,0.99,1.48,1.20,1,24.74,37.97,847.09,1474.88,1,-12.93,9.62,26.46,30.98,12.34,1,-0.172,9.533,-1.318,-0.130,-0.010,-0.126,-2.16,1.88
299,2026-09-09T22:19:59.000Z,299000,1,1,3,10,43.824996,-111.791872,1488.53,1.009,10.81,0.99,1.49,1.19,1,24.74,37.97,847.08,1474.95,1,-13.09,9.76,26.50,31.13,12.76,1,-0.133,9.541,-1.315,-0.096,0.012,-0.147,-2.12,1.91
